ensembl_gene_id,lof.oe_v4.1,mis_pphen.oe_v4.1,shannon_entropy,Transcript count,Gene length (bp),Unique exon count,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Gene % GC content,N complexes,go_id_num,pfam_num
ENSG00000127837,0.22979,0.56736,4.1576326572957,10,6050,39,98.1651,100.0,56.43,0,12.0,1.0
ENSG00000129673,0.77559,1.0452,3.4318965939445003,4,16767,14,83.9024,100.0,53.01,0,27.0,1.0
ENSG00000131043,1.0911,0.7989,4.101673828076554,12,34788,23,90.625,100.0,47.45,0,6.0,2.0
ENSG00000205002,1.0302,1.3663,2.5954925513146527,2,6281,4,52.6946,100.0,43.16,0,2.0,
ENSG00000090861,0.6317,0.8559,4.121610646414735,42,37725,99,95.5579,100.0,49.58,0,36.0,3.0
ENSG00000124608,0.62326,0.78082,4.106938919714217,2,14617,24,83.4694,100.0,54.43,0,20.0,2.0
ENSG00000266967,0.87754,0.96382,4.112689545191504,19,13973,61,90.0485,100.0,48.21,0,17.0,1.0
ENSG00000157426,0.77308,0.90905,4.103140162645563,10,49222,47,72.6364,100.0,38.98,0,8.0,4.0
ENSG00000149313,0.48944,0.98641,4.085295988592071,5,23199,16,90.9385,100.0,36.56,0,12.0,2.0
ENSG00000008311,0.78514,0.91591,3.900091679131322,27,79726,99,87.473,100.0,36.53,0,19.0,3.0
ENSG00000275700,0.80816,0.8691,4.115964085232666,23,107947,63,82.8897,75.0,40.5,1,16.0,2.0
ENSG00000181409,1.3225,1.1835,3.2927329927980846,11,55735,47,73.0713,100.0,61.51,0,34.0,1.0
ENSG00000183044,0.6796,0.69138,3.576544035604817,16,109980,64,91.2,100.0,47.34,1,35.0,1.0
ENSG00000165029,0.48631,0.71093,3.903916625526176,5,147150,61,95.3118,100.0,43.42,9,84.0,3.0
ENSG00000154263,0.90668,0.91887,3.5112886872735563,13,97633,99,,,36.13,0,9.0,3.0
ENSG00000144452,0.50866,0.78835,1.3550180312589195,3,207085,57,89.5568,100.0,37.18,1,46.0,3.0
ENSG00000179869,0.98071,0.98326,2.8648948959877965,8,476040,129,66.0111,100.0,38.84,0,18.0,3.0
ENSG00000107331,0.36299,0.63191,3.5698517584584524,22,21682,146,93.4238,75.0,66.66,0,50.0,3.0
ENSG00000167972,0.51233,0.83241,3.730971850636219,6,64866,61,88.0869,100.0,53.03,0,46.0,3.0
ENSG00000198691,0.69695,0.88725,2.9068112382702918,7,128315,72,86.9264,100.0,46.44,0,34.0,3.0
ENSG00000154265,0.81258,0.93406,4.043108357908761,14,82934,91,90.0731,100.0,34.61,0,24.0,3.0
ENSG00000154262,0.88865,0.9706,3.6905101097591,7,63194,76,67.4261,100.0,36.3,0,13.0,3.0
ENSG00000064687,1.2328,1.171,3.6060583534101416,18,25576,133,76.9266,100.0,60.53,0,55.0,3.0
ENSG00000141338,0.94197,0.96845,3.657360115651316,14,88104,90,75.5556,100.0,36.81,1,20.0,3.0
ENSG00000154258,0.87327,0.83788,3.656946811708381,8,86462,61,78.6198,100.0,37.68,0,9.0,2.0
ENSG00000085563,0.46735,0.73046,3.3987647367478724,11,210307,59,87.5392,100.0,37.02,2,39.0,2.0
ENSG00000085563,0.46735,0.73046,3.3987647367478724,11,210307,59,80.7994,100.0,37.02,2,39.0,2.0
ENSG00000135776,0.91,0.56259,4.100214129839023,3,42126,19,75.5245,100.0,43.63,0,20.0,2.0
ENSG00000073734,0.61106,0.80544,2.013363165145968,6,115827,53,81.6805,100.0,37.01,1,37.0,2.0
ENSG00000005471,0.51004,0.62812,2.7103169728753254,12,78740,70,91.1442,100.0,38.6,0,31.0,2.0
ENSG00000004846,1.0182,1.2045,3.050600857069522,6,161372,42,78.0876,100.0,37.72,0,14.0,2.0
ENSG00000115657,0.82611,0.94037,4.092281038929474,13,9223,56,88.9549,100.0,54.45,0,43.0,3.0
ENSG00000197150,0.70955,0.88777,4.122680875358053,22,19361,77,84.3794,100.0,57.04,0,19.0,2.0
ENSG00000150967,0.6024,0.85706,3.9910437158504135,20,60699,61,94.2257,100.0,52.47,0,18.0,2.0
ENSG00000103222,0.46831,0.74966,3.9250174008984056,11,194120,75,88.2853,50.0,48.52,0,47.0,3.0
ENSG00000124574,0.76515,0.8655,4.08909856945578,10,23065,59,83.0931,100.0,52.94,0,19.0,2.0
ENSG00000121270,0.86795,0.92742,3.062310681998072,9,81796,66,,,45.6,0,26.0,2.0
ENSG00000140798,0.88773,0.99817,1.4315719910281854,14,75137,96,84.9195,100.0,47.25,0,9.0,2.0
ENSG00000023839,0.86322,0.90843,2.527969789829471,10,69955,61,77.5761,75.0,45.05,0,32.0,3.0
ENSG00000108846,0.71358,0.86253,3.442738916122815,18,57477,97,80.893,100.0,51.95,0,27.0,3.0
ENSG00000125257,0.53522,0.7579,3.7698762554134726,16,281641,95,87.0943,100.0,42.34,0,43.0,2.0
ENSG00000114770,0.36571,0.51115,4.00955471710063,13,98006,80,95.0557,100.0,44.68,0,36.0,2.0
ENSG00000091262,0.7907,0.93675,2.946602715043344,8,73958,63,78.972,25.0,49.84,0,30.0,3.0
ENSG00000006071,0.71928,0.79912,2.167115811117956,100,84397,250,95.0252,50.0,50.03,2,51.0,2.0
ENSG00000069431,0.4611,0.42474,3.7980372995746814,20,145155,113,95.4722,100.0,36.12,2,76.0,2.0
ENSG00000173208,0.52871,0.68323,3.503430645902013,1,69771,10,93.7922,100.0,34.96,0,27.0,2.0
ENSG00000117528,0.35063,0.56211,4.144913460840803,7,100278,53,95.4476,100.0,37.07,0,29.0,2.0
ENSG00000119688,0.61136,0.91679,4.107949918990825,28,17787,99,89.604,100.0,51.39,1,24.0,2.0
ENSG00000164163,0.30234,0.2711,4.067553673918178,10,31237,45,100.0,100.0,34.74,0,24.0,3.0
ENSG00000204574,0.56704,0.52394,4.119456777952311,7,25787,42,91.9952,100.0,47.94,0,17.0,1.0
ENSG00000033050,0.46029,0.53294,4.124632991117506,5,15722,27,98.4076,100.0,48.3,1,4.0,2.0
ENSG00000161204,0.62844,0.75052,4.147562125942568,18,7918,83,96.897,100.0,51.76,0,6.0,2.0
ENSG00000160179,0.4158,0.75109,3.926952162959782,11,104701,51,96.8468,50.0,50.83,0,52.0,3.0
ENSG00000118777,1.0838,0.95929,3.686478125214976,5,141479,26,54.7692,50.0,41.38,0,39.0,3.0
ENSG00000172350,0.52344,0.63372,2.654113482083639,6,13602,33,96.5944,100.0,54.46,0,24.0,3.0
ENSG00000138075,0.9793,1.0091,1.475128483175733,4,26394,27,80.0613,100.0,45.18,1,29.0,3.0
ENSG00000143921,1.1062,1.1494,1.7243279945917045,3,51047,18,81.8722,100.0,46.22,1,29.0,3.0
ENSG00000143994,1.0659,1.0472,2.0343533740702524,8,7024,27,50.8475,100.0,50.81,0,8.0,1.0
ENSG00000144827,0.71376,0.70823,4.1371492211783725,5,14359,17,76.7677,100.0,35.85,0,10.0,1.0
ENSG00000106077,0.86041,0.81962,3.9749291847012342,14,2759,40,70.0326,100.0,60.02,0,8.0,2.0
ENSG00000100997,0.7352,0.90017,4.095156924786554,24,96094,68,93.2161,100.0,47.38,0,23.0,2.0
ENSG00000131969,0.87583,1.0396,2.846570772674013,9,32918,36,75.766,100.0,42.93,0,7.0,1.0
ENSG00000139826,0.26826,0.49679,4.131314265619993,1,15852,2,95.8457,100.0,35.41,0,6.0,1.0
ENSG00000248487,0.73665,0.85679,3.972725356397188,5,9771,14,82.2314,100.0,54.77,0,3.0,1.0
ENSG00000114779,1.2699,0.96758,4.0660042123285765,8,14900,23,87.1429,100.0,55.05,0,12.0,1.0
ENSG00000168792,1.1108,0.99588,3.9812018875861863,1,6491,2,87.7996,100.0,52.6,0,8.0,
ENSG00000204427,0.53759,0.69906,4.123585879471061,16,16402,68,96.0574,100.0,50.29,0,9.0,2.0
ENSG00000129968,0.43371,0.5,4.131229005565875,8,8687,23,92.5806,100.0,65.1,0,24.0,1.0
ENSG00000107362,0.3318,0.51624,4.115160400163921,2,48742,7,99.6528,100.0,38.14,0,20.0,1.0
ENSG00000136379,0.5555,0.629,3.8034407203726577,5,75938,15,96.875,100.0,42.95,0,18.0,1.0
ENSG00000164074,0.73062,0.88728,4.134991054881708,6,74639,37,91.3793,100.0,39.8,0,2.0,1.0
ENSG00000140526,0.39244,0.53234,4.126227346621645,10,114897,38,98.8235,100.0,44.01,0,25.0,1.0
ENSG00000158201,0.94685,0.81998,4.012688774906319,10,53880,36,92.8747,100.0,42.44,0,12.0,1.0
ENSG00000100439,0.77988,0.86615,4.069165759463396,10,14674,37,92.9577,100.0,48.34,0,13.0,1.0
ENSG00000011198,0.67612,0.73522,4.00651621871592,16,44264,52,94.302,100.0,40.26,0,24.0,1.0
ENSG00000163686,0.78224,0.70469,4.017791264436536,7,58162,22,94.0476,75.0,45.09,0,29.0,1.0
ENSG00000127220,0.41734,0.62109,3.890389343617623,3,18106,10,88.1549,100.0,54.9,0,9.0,1.0
ENSG00000136754,0.25802,0.62969,4.121378502756629,13,114495,27,98.3368,50.0,38.44,8,33.0,2.0
ENSG00000138443,0.39841,0.68022,4.018907122598457,24,119449,79,99.3684,100.0,39.49,0,37.0,2.0
ENSG00000108798,0.79142,0.7758,3.5270689735479843,4,12815,15,84.7411,100.0,54.01,1,26.0,2.0
ENSG00000154175,0.82654,0.94319,3.5359883401087955,29,244360,143,75.0153,100.0,37.02,0,15.0,2.0
ENSG00000119328,0.76316,0.90858,4.169317620892192,4,16345,12,79.7927,100.0,38.71,0,14.0,1.0
ENSG00000097007,0.1149,0.47268,3.947962391963688,3,174633,14,85.5517,100.0,44.57,22,183.0,4.0
ENSG00000143322,0.4547,0.65508,4.042962327829952,14,130355,44,94.7547,100.0,41.31,1,39.0,4.0
ENSG00000099204,0.39421,0.68768,3.796601432216446,15,336952,59,95.5777,100.0,42.03,0,14.0,3.0
ENSG00000163995,0.59115,0.97914,3.3996964123910898,17,193523,60,88.8554,100.0,54.0,0,8.0,3.0
ENSG00000173210,0.55802,0.75245,3.760463622709502,11,119060,63,98.0938,100.0,44.42,0,16.0,3.0
ENSG00000175164,0.94494,1.0679,3.4040757547373635,7,42747,26,73.3533,50.0,50.14,0,5.0,1.0
ENSG00000159842,0.32518,0.48156,4.0224164208163495,36,226220,112,70.5485,100.0,55.27,0,20.0,5.0
ENSG00000174429,0.71114,0.92995,1.5541576392645071,1,10762,2,80.0,100.0,40.24,0,15.0,1.0
ENSG00000146386,0.54522,0.96866,3.823800497199106,2,14558,5,92.5926,100.0,44.13,0,1.0,1.0
ENSG00000163322,0.86191,0.87654,3.9563698230306112,9,63832,34,72.4816,100.0,42.23,1,17.0,1.0
ENSG00000165660,0.39532,0.74255,4.134705310228317,1,34849,9,91.5094,100.0,42.6,3,22.0,1.0
ENSG00000146109,0.76755,0.76269,4.101161731925716,1,3787,3,79.1822,50.0,47.72,0,16.0,
ENSG00000114626,0.782,0.87723,3.910543127324806,15,7992,59,94.1423,100.0,60.37,0,9.0,2.0
ENSG00000166016,0.58654,0.83086,4.009450061576636,2,207024,21,96.9727,100.0,47.92,0,3.0,3.0
ENSG00000060971,0.93278,0.90495,4.101576210079802,18,34114,63,85.8491,50.0,51.46,0,22.0,2.0
ENSG00000060971,0.93278,0.90495,4.101576210079802,18,34114,63,85.6132,50.0,51.46,0,22.0,2.0
ENSG00000167315,0.84636,0.97217,3.8619222229531753,7,31790,23,87.9093,100.0,39.53,0,19.0,2.0
ENSG00000278540,0.31287,0.34747,4.108355352066597,23,321845,153,97.6119,100.0,41.28,0,21.0,7.0
ENSG00000076555,0.74966,0.80554,3.7875143900482833,15,151640,116,88.8072,100.0,46.78,0,36.0,7.0
ENSG00000111271,0.89656,0.88299,4.1367717346413695,24,71055,90,79.42,100.0,47.12,0,9.0,5.0
ENSG00000111271,0.89656,0.88299,4.1367717346413695,24,71055,90,72.973,100.0,47.12,0,9.0,5.0
ENSG00000240303,0.81744,0.87568,4.060748092024499,10,101945,58,80.6162,100.0,37.44,0,18.0,4.0
ENSG00000151498,0.86593,0.82685,4.164327196696648,17,12308,54,89.3462,100.0,47.77,1,11.0,3.0
ENSG00000177646,0.70138,0.8664,4.115481484720462,30,44408,103,85.44,0.0,48.09,0,16.0,4.0
ENSG00000115361,0.97294,0.90744,3.4473004395499545,5,38322,28,86.5116,100.0,36.54,0,22.0,3.0
ENSG00000117054,0.82381,0.90365,4.105145176554036,61,63145,108,87.886,100.0,40.4,0,30.0,3.0
ENSG00000122971,0.62117,0.9251,3.879148559214914,3,14235,16,90.534,100.0,55.41,0,14.0,3.0
ENSG00000196177,0.65346,0.97984,3.9524507128904607,4,49312,20,82.6389,100.0,40.73,0,12.0,3.0
ENSG00000072778,0.88611,0.95303,4.118569400918172,39,8142,122,84.1463,100.0,58.51,0,27.0,4.0
ENSG00000157766,0.29508,0.96016,1.8216835662142024,8,71918,31,77.1576,100.0,50.27,0,28.0,5.0
ENSG00000072818,0.45181,0.58917,2.767044234143868,12,14949,52,93.1081,100.0,54.55,1,9.0,4.0
ENSG00000114331,0.33867,0.59293,4.05453142197292,15,168300,66,92.0497,100.0,38.17,0,12.0,4.0
ENSG00000131584,0.65408,1.1164,3.832903251349964,13,17220,74,93.9976,100.0,67.29,0,7.0,4.0
ENSG00000075239,0.55911,0.76444,3.959803671400729,22,32263,67,84.6698,100.0,42.86,0,30.0,2.0
ENSG00000120437,0.70384,0.74976,3.939656372522599,3,17068,18,85.8942,100.0,43.61,0,9.0,2.0
ENSG00000120437,0.70384,0.74976,3.939656372522599,3,17068,18,87.6574,100.0,43.61,0,9.0,2.0
ENSG00000182827,0.46462,0.57294,4.083445652340449,2,42063,10,89.3333,100.0,41.45,0,8.0,2.0
ENSG00000181513,0.83985,0.75418,4.089281312752796,16,11582,57,69.338,100.0,54.45,0,6.0,1.0
ENSG00000107897,0.55784,0.69689,4.134887691306486,29,74912,84,81.1538,50.0,41.24,2,13.0,1.0
ENSG00000230124,0.71334,0.87626,4.10994039284386,8,233302,31,85.8156,100.0,37.67,0,6.0,2.0
ENSG00000176244,0.921,1.0822,2.731977254904149,2,13302,8,82.0225,100.0,45.19,0,4.0,1.0
ENSG00000110455,0.69902,0.9692,3.9919648638584384,13,18313,54,82.8685,100.0,49.01,0,6.0,1.0
ENSG00000205126,0.82272,0.84308,2.191844303518237,2,11997,28,54.6552,100.0,47.51,0,4.0,1.0
ENSG00000102977,0.70733,0.68342,4.032240317728639,44,3299,111,65.1442,100.0,61.99,4,29.0,1.0
ENSG00000159640,0.75881,0.93003,3.295940825012651,21,21320,89,82.9268,100.0,58.35,2,62.0,1.0
ENSG00000167769,1.0452,1.0747,1.2634201064089607,1,27471,6,76.9231,50.0,49.82,0,21.0,1.0
ENSG00000177076,0.82119,0.97783,3.94784105159937,1,43497,6,93.0909,100.0,43.41,0,22.0,1.0
ENSG00000078124,0.4127,0.75406,4.07763486379388,35,165939,99,88.3895,100.0,38.74,0,20.0,1.0
ENSG00000087085,0.37213,0.51991,3.466223789057048,14,6981,32,88.4365,100.0,64.49,8,39.0,2.0
ENSG00000100813,0.095633,0.71689,4.083395672529639,23,37051,76,82.8102,100.0,45.36,3,21.0,2.0
ENSG00000213088,1.0178,1.0184,3.578457862503215,4,1626,7,59.5808,100.0,56.83,0,16.0,
ENSG00000144648,2.6301,0.90731,3.680730953684768,11,83223,31,72.7513,100.0,44.24,0,28.0,1.0
ENSG00000144476,0.24914,0.68203,3.7617851426272577,2,14568,4,92.8177,100.0,50.01,9,34.0,1.0
ENSG00000129048,0.53364,0.47502,3.6329883599594592,2,21698,5,85.4286,100.0,37.17,0,21.0,1.0
ENSG00000131473,0.30696,0.62509,4.070990170845932,10,63626,54,98.0926,100.0,49.89,1,24.0,4.0
ENSG00000153086,0.77994,1.0085,1.7769602648662344,4,63419,23,87.2024,100.0,39.51,0,14.0,1.0
ENSG00000122729,0.68063,0.76272,4.051859695092726,3,70167,27,93.3633,100.0,41.71,0,25.0,2.0
ENSG00000100412,0.36372,0.4199,4.045550156681908,32,81444,97,96.7949,100.0,49.69,0,12.0,2.0
ENSG00000102794,0.85814,0.86189,1.7049971906455674,1,10128,5,81.1475,100.0,43.54,0,25.0,2.0
ENSG00000184227,0.51865,0.3075,4.029264618103418,2,6654,5,70.6402,75.0,49.34,0,11.0,2.0
ENSG00000184227,0.51865,0.3075,4.029264618103418,2,6654,5,74.3468,75.0,49.34,0,11.0,2.0
ENSG00000184227,0.51865,0.3075,4.029264618103418,2,6654,5,76.7221,75.0,49.34,0,11.0,2.0
ENSG00000184227,0.51865,0.3075,4.029264618103418,2,6654,5,76.8496,75.0,49.34,0,11.0,2.0
ENSG00000162390,0.88903,0.88297,3.869729099250799,5,96936,39,89.2256,100.0,51.2,0,17.0,2.0
ENSG00000172497,0.72875,1.0842,1.6080616999985802,4,64184,25,81.295,100.0,40.73,0,14.0,2.0
ENSG00000112304,0.85929,1.0312,4.160901816764167,3,38031,9,83.5714,100.0,41.43,0,14.0,1.0
ENSG00000119673,0.77381,0.87445,4.042737750243184,4,8039,11,74.8344,75.0,48.61,0,12.0,2.0
ENSG00000119673,0.77381,0.87445,4.042737750243184,4,8039,11,73.8717,75.0,48.61,0,12.0,2.0
ENSG00000119673,0.77381,0.87445,4.042737750243184,4,8039,11,76.247,75.0,48.61,0,12.0,2.0
ENSG00000119673,0.77381,0.87445,4.042737750243184,4,8039,11,76.611,75.0,48.61,0,12.0,2.0
ENSG00000177465,1.0225,0.96911,3.853515980824174,1,3894,3,74.3468,100.0,48.25,0,18.0,2.0
ENSG00000205669,1.7754,1.1208,3.488981397382213,3,8944,8,71.8377,100.0,47.45,0,8.0,2.0
ENSG00000097021,0.283,0.597,3.875341958251509,9,129499,26,81.7708,100.0,53.97,0,20.0,1.0
ENSG00000101473,0.81984,0.93879,4.181375920933625,13,15685,38,83.75,100.0,49.07,0,25.0,3.0
ENSG00000161533,0.51458,0.53734,4.157043582080149,13,37671,52,85.174,100.0,44.18,0,31.0,4.0
ENSG00000168306,0.74076,0.8873,3.7578117578479233,13,32148,54,73.4214,100.0,47.21,0,19.0,3.0
ENSG00000087008,0.91541,1.0198,4.088373062736936,8,74442,44,73.4286,100.0,51.93,0,14.0,3.0
ENSG00000153093,1.0111,0.93134,3.8801590987900494,11,386010,41,68.1962,100.0,42.66,0,14.0,3.0
ENSG00000143727,1.0569,0.81837,4.172406424648606,13,14144,38,86.076,100.0,42.67,0,16.0,1.0
ENSG00000134575,0.60141,0.86287,4.142435917837668,16,9605,47,89.3617,100.0,52.75,0,9.0,1.0
ENSG00000014257,0.76701,0.96895,0.757452289900829,9,50934,32,74.3405,100.0,40.39,0,42.0,1.0
ENSG00000142513,1.1162,1.0487,1.9516055712120437,1,4805,11,84.9412,100.0,58.02,0,15.0,1.0
ENSG00000102575,0.81658,0.74154,3.4652571002814074,27,5341,49,84.7095,50.0,58.21,0,22.0,1.0
ENSG00000162836,1.027,0.94009,4.072482271150101,10,40873,38,77.0335,50.0,43.65,0,11.0,1.0
ENSG00000183760,0.92159,0.86222,2.2400057821216013,4,27581,27,75.8064,100.0,49.67,0,4.0,3.0
ENSG00000100312,0.6285,0.74147,1.5760606817046945,4,7144,12,65.1376,75.0,55.46,0,26.0,1.0
ENSG00000111644,0.72163,0.70517,1.2860771808651543,9,9359,32,75.7407,100.0,51.64,0,9.0,1.0
ENSG00000134940,0.54781,0.85226,0.763403822644858,4,9353,13,59.387,100.0,41.85,0,4.0,1.0
ENSG00000103740,0.45482,0.66544,2.999557329067117,14,78221,56,86.6852,100.0,48.23,0,16.0,2.0
ENSG00000130377,0.79538,0.85789,0.2867708208100913,15,57848,56,68.6657,0.0,45.82,0,16.0,2.0
ENSG00000167107,0.67009,0.63801,3.9294156659388446,25,48688,87,78.6992,100.0,49.96,0,12.0,2.0
ENSG00000176715,1.4267,1.1429,4.120888063418351,19,75747,58,78.0446,100.0,55.16,0,14.0,2.0
ENSG00000151726,0.42674,0.61266,3.570619037239109,16,71224,72,84.6924,100.0,44.71,0,30.0,1.0
ENSG00000123983,0.45072,0.59837,4.133502874801791,36,83698,78,92.9167,100.0,39.46,0,30.0,1.0
ENSG00000197142,0.55047,0.74345,3.507554748547993,8,54264,41,81.4056,100.0,42.88,0,19.0,1.0
ENSG00000164398,0.45787,0.64395,2.875832240872389,34,62271,119,91.6898,100.0,48.14,0,21.0,1.0
ENSG00000166743,1.0287,0.89999,3.6955329928849943,6,75656,37,70.8551,0.0,40.47,0,29.0,2.0
ENSG00000183747,1.0131,1.0009,1.5818857797339665,16,36209,63,76.0,50.0,40.51,0,19.0,2.0
ENSG00000066813,0.76842,0.97534,1.5736120628164747,19,40202,71,75.6522,0.0,39.17,0,19.0,2.0
ENSG00000005187,0.80108,0.88848,2.872443177533029,15,187339,53,86.2069,50.0,41.08,0,20.0,2.0
ENSG00000215009,0.87174,0.91876,2.897693671090386,2,24648,16,86.3793,0.0,40.49,0,14.0,2.0
ENSG00000183549,0.80153,0.97064,2.821115179849934,7,31803,30,86.3322,75.0,42.36,0,15.0,2.0
ENSG00000173124,0.67561,0.75387,3.124484640556884,3,34730,25,,,39.78,0,13.0,1.0
ENSG00000154930,0.55084,0.73386,4.096077996874884,5,52751,23,87.8299,100.0,52.0,0,16.0,3.0
ENSG00000131069,0.61907,0.76534,4.028262282505914,24,55817,87,91.8767,100.0,45.42,0,23.0,3.0
ENSG00000111058,0.74376,0.86406,3.884877873764816,10,324797,46,90.7625,100.0,35.63,0,11.0,3.0
ENSG00000143632,0.66695,0.23548,0.3706234829145482,3,3740,12,100.0,100.0,60.51,0,25.0,1.0
ENSG00000107796,0.29103,0.39796,3.0065519401216845,13,56518,35,100.0,100.0,40.3,3,31.0,1.0
ENSG00000075624,0.061431,0.04663,3.861366563891442,23,37494,63,100.0,100.0,56.77,28,94.0,1.0
ENSG00000169067,1.2004,0.98554,1.2647249768027842,1,2794,1,97.0745,100.0,40.23,2,18.0,1.0
ENSG00000159251,0.30154,0.2268,1.2767844660138228,12,5483,30,100.0,50.0,47.29,0,34.0,1.0
ENSG00000184009,0.39466,0.37233,4.043136809384057,25,14435,54,100.0,100.0,60.66,4,52.0,1.0
ENSG00000163017,0.41188,0.37156,2.667386641475853,9,27552,29,100.0,75.0,45.18,1,16.0,1.0
ENSG00000288649,1.7463,1.2324,2.385758946367612,1,1583,1,55.2023,100.0,68.04,0,1.0,1.0
ENSG00000136518,0.072023,0.44262,4.023942924873376,14,25522,48,98.8345,100.0,39.25,49,54.0,1.0
ENSG00000077080,0.74985,0.61359,2.466494673863668,6,13352,35,99.7653,100.0,53.08,1,33.0,1.0
ENSG00000187003,0.85736,0.8843,0.0099530487390375,1,1491,1,84.5455,100.0,57.08,0,18.0,2.0
ENSG00000148156,0.97324,1.1569,0.030692027938842,1,1399,1,86.1244,100.0,63.4,0,7.0,1.0
ENSG00000117148,0.33057,0.49334,0.2869837914556312,2,71731,5,,,48.15,0,15.0,1.0
ENSG00000181786,0.5425,0.95852,0.0022172624791432,1,1396,1,77.1084,50.0,66.19,0,11.0,1.0
ENSG00000072110,0.24399,0.51123,3.533436419755869,47,105318,113,99.2152,100.0,50.81,4,48.0,5.0
ENSG00000077522,0.32712,0.77925,1.7731917364637046,25,100491,90,99.217,100.0,42.49,1,54.0,4.0
ENSG00000248746,0.79302,1.0041,1.0075621075692494,3,16940,28,97.2222,100.0,56.48,0,44.0,3.0
ENSG00000130402,0.16027,0.39826,3.890391673242664,11,83941,51,96.3519,100.0,53.0,12,49.0,4.0
ENSG00000131966,0.75564,0.90074,4.146119116846324,16,35557,58,95.2038,50.0,38.67,0,11.0,1.0
ENSG00000138107,0.1987,0.39141,4.142495211860132,7,40832,32,100.0,75.0,50.48,0,11.0,1.0
ENSG00000115073,0.72984,0.84315,4.157496013829621,3,8106,20,98.9362,100.0,58.52,0,12.0,1.0
ENSG00000138071,0.056266,0.24994,4.026282943615177,4,43466,18,100.0,100.0,39.46,1,35.0,1.0
ENSG00000115091,0.26392,0.4094,4.030219667854885,8,72534,34,99.7608,75.0,36.57,2,32.0,1.0
ENSG00000133627,0.18177,0.4406,3.912814248635626,5,95630,31,98.5646,100.0,43.36,0,7.0,1.0
ENSG00000106526,0.67957,0.72084,3.870113632886576,6,79810,19,44.9761,0.0,43.31,0,4.0,1.0
ENSG00000101442,0.7714,0.9254,4.07920991375273,1,24061,9,89.1447,100.0,44.81,1,21.0,1.0
ENSG00000075089,0.71797,0.63309,4.143626486876764,13,42744,45,98.4848,100.0,41.0,2,13.0,1.0
ENSG00000113812,0.83047,0.85206,4.137807207006602,6,15087,28,97.1154,100.0,41.99,1,23.0,1.0
ENSG00000169717,0.42231,0.92694,0.0009550829510757,1,1437,1,80.6366,100.0,61.66,0,4.0,1.0
ENSG00000184378,0.86283,0.91945,2.501932392124406,1,2641,2,79.4038,50.0,48.16,0,6.0,1.0
ENSG00000115170,0.63684,0.48595,4.007188333172329,26,140080,57,98.4283,100.0,40.42,4,73.0,3.0
ENSG00000135503,0.26183,0.32305,4.092347985178842,7,45380,25,98.2178,100.0,44.8,2,50.0,4.0
